zeme;datum;pocet
Canada;2020-02-20;    0
Canada;2020-02-21;    0
Canada;2020-02-22;    0
Canada;2020-02-23;    0
Canada;2020-02-24;    0
Canada;2020-02-25;    0
Canada;2020-02-26;    0
Canada;2020-02-27;    0
Canada;2020-02-28;    0
Canada;2020-02-29;    0
Canada;2020-03-01;    0
Canada;2020-03-02;    0
Canada;2020-03-03;    0
Canada;2020-03-04;    0
Canada;2020-03-05;    0
Canada;2020-03-06;    1
Canada;2020-03-07;    2
Canada;2020-03-08;    4
Canada;2020-03-09;    7
Canada;2020-03-10;    7
Canada;2020-03-11;   19
Canada;2020-03-12;   19
Canada;2020-03-13;   29
Canada;2020-03-14;   29
Canada;2020-03-15;   39
Canada;2020-03-16;   56
Canada;2020-03-17;   74
Canada;2020-01-22;    0
Canada;2020-01-23;    0
Canada;2020-01-24;    0
Canada;2020-01-25;    0
Canada;2020-01-26;    0
Canada;2020-01-27;    0
Canada;2020-01-28;    0
Canada;2020-01-29;    0
Canada;2020-01-30;    0
Canada;2020-01-31;    0
Canada;2020-02-01;    0
Canada;2020-02-02;    0
Canada;2020-02-03;    0
Canada;2020-02-04;    0
Canada;2020-02-05;    0
Canada;2020-02-06;    0
Canada;2020-02-07;    0
Canada;2020-02-08;    0
Canada;2020-02-09;    0
Canada;2020-02-10;    0
Canada;2020-02-11;    0
Canada;2020-02-12;    0
Canada;2020-02-13;    0
Canada;2020-02-14;    0
Canada;2020-02-15;    0
Canada;2020-02-16;    0
Canada;2020-02-17;    0
Canada;2020-02-18;    0
Canada;2020-02-19;    0
Canada;2020-02-20;    0
Canada;2020-02-21;    0
Canada;2020-02-22;    0
Canada;2020-02-23;    0
Canada;2020-02-24;    0
Canada;2020-02-25;    0
Canada;2020-02-26;    0
Canada;2020-02-27;    0
Canada;2020-02-28;    1
Canada;2020-02-29;    1
Canada;2020-03-01;    1
Canada;2020-03-02;    1
Canada;2020-03-03;    1
Canada;2020-03-04;    1
Canada;2020-03-05;    2
Canada;2020-03-06;    2
Canada;2020-03-07;    3
Canada;2020-03-08;    4
Canada;2020-03-09;    4
Canada;2020-03-10;    4
Canada;2020-03-11;    8
Canada;2020-03-12;    9
Canada;2020-03-13;   17
Canada;2020-03-14;   17
Canada;2020-03-15;   24
Canada;2020-03-16;   50
Canada;2020-03-17;   74
Albania;2020-01-22;    0
Albania;2020-01-23;    0
Albania;2020-01-24;    0
Albania;2020-01-25;    0
Albania;2020-01-26;    0
Albania;2020-01-27;    0
Albania;2020-01-28;    0
Albania;2020-01-29;    0
Albania;2020-01-30;    0
Albania;2020-01-31;    0
Albania;2020-02-01;    0
Albania;2020-02-02;    0
Albania;2020-02-03;    0
Albania;2020-02-04;    0
Albania;2020-02-05;    0
Albania;2020-02-06;    0
Albania;2020-02-07;    0
Albania;2020-02-08;    0
Albania;2020-02-09;    0
Albania;2020-02-10;    0
Albania;2020-02-11;    0
Albania;2020-02-12;    0
Albania;2020-02-13;    0
Albania;2020-02-14;    0
Albania;2020-02-15;    0
Albania;2020-02-16;    0
Albania;2020-02-17;    0
Albania;2020-02-18;    0
Albania;2020-02-19;    0
Albania;2020-02-20;    0
Albania;2020-02-21;    0
Albania;2020-02-22;    0
Albania;2020-02-23;    0
Albania;2020-02-24;    0
Albania;2020-02-25;    0
Albania;2020-02-26;    0
Albania;2020-02-27;    0
Albania;2020-02-28;    0
Albania;2020-02-29;    0
Albania;2020-03-01;    0
Albania;2020-03-02;    0
Albania;2020-03-03;    0
Albania;2020-03-04;    0
Albania;2020-03-05;    0
Albania;2020-03-06;    0
Albania;2020-03-07;    0
Albania;2020-03-08;    0
Albania;2020-03-09;    2
Albania;2020-03-10;   10
Albania;2020-03-11;   12
Albania;2020-03-12;   23
Albania;2020-03-13;   33
Albania;2020-03-14;   38
Albania;2020-03-15;   42
Albania;2020-03-16;   51
Albania;2020-03-17;   55
Cyprus;2020-01-22;    0
Cyprus;2020-01-23;    0
Cyprus;2020-01-24;    0
Cyprus;2020-01-25;    0
Cyprus;2020-01-26;    0
Cyprus;2020-01-27;    0
Cyprus;2020-01-28;    0
Cyprus;2020-01-29;    0
Cyprus;2020-01-30;    0
Cyprus;2020-01-31;    0
Cyprus;2020-02-01;    0
Cyprus;2020-02-02;    0
Cyprus;2020-02-03;    0
Cyprus;2020-02-04;    0
Cyprus;2020-02-05;    0
Cyprus;2020-02-06;    0
Cyprus;2020-02-07;    0
Cyprus;2020-02-08;    0
Cyprus;2020-02-09;    0
Cyprus;2020-02-10;    0
Cyprus;2020-02-11;    0
Cyprus;2020-02-12;    0
Cyprus;2020-02-13;    0
Cyprus;2020-02-14;    0
Cyprus;2020-02-15;    0
Cyprus;2020-02-16;    0
Cyprus;2020-02-17;    0
Cyprus;2020-02-18;    0
Cyprus;2020-02-19;    0
Cyprus;2020-02-20;    0
Cyprus;2020-02-21;    0
Cyprus;2020-02-22;    0
Cyprus;2020-02-23;    0
Cyprus;2020-02-24;    0
Cyprus;2020-02-25;    0
Cyprus;2020-02-26;    0
Cyprus;2020-02-27;    0
Cyprus;2020-02-28;    0
Cyprus;2020-02-29;    0
Cyprus;2020-03-01;    0
Cyprus;2020-03-02;    0
Cyprus;2020-03-03;    0
Cyprus;2020-03-04;    0
Cyprus;2020-03-05;    0
Cyprus;2020-03-06;    0
Cyprus;2020-03-07;    0
Cyprus;2020-03-08;    0
Cyprus;2020-03-09;    2
Cyprus;2020-03-10;    3
Cyprus;2020-03-11;    6
Cyprus;2020-03-12;    6
Cyprus;2020-03-13;   14
Cyprus;2020-03-14;   26
Cyprus;2020-03-15;   26
Cyprus;2020-03-16;   33
Cyprus;2020-03-17;   46
Brunei;2020-01-22;    0
Brunei;2020-01-23;    0
Brunei;2020-01-24;    0
Brunei;2020-01-25;    0
Brunei;2020-01-26;    0
Brunei;2020-01-27;    0
Brunei;2020-01-28;    0
Brunei;2020-01-29;    0
Brunei;2020-01-30;    0
Brunei;2020-01-31;    0
Brunei;2020-02-01;    0
Brunei;2020-02-02;    0
Brunei;2020-02-03;    0
Brunei;2020-02-04;    0
Brunei;2020-02-05;    0
Brunei;2020-02-06;    0
Brunei;2020-02-07;    0
Brunei;2020-02-08;    0
Brunei;2020-02-09;    0
Brunei;2020-02-10;    0
Brunei;2020-02-11;    0
Brunei;2020-02-12;    0
Brunei;2020-02-13;    0
Brunei;2020-02-14;    0
Brunei;2020-02-15;    0
Brunei;2020-02-16;    0
Brunei;2020-02-17;    0
Brunei;2020-02-18;    0
Brunei;2020-02-19;    0
Brunei;2020-02-20;    0
Brunei;2020-02-21;    0
Brunei;2020-02-22;    0
Brunei;2020-02-23;    0
Brunei;2020-02-24;    0
Brunei;2020-02-25;    0
Brunei;2020-02-26;    0
Brunei;2020-02-27;    0
Brunei;2020-02-28;    0
Brunei;2020-02-29;    0
Brunei;2020-03-01;    0
Brunei;2020-03-02;    0
Brunei;2020-03-03;    0
Brunei;2020-03-04;    0
Brunei;2020-03-05;    0
Brunei;2020-03-06;    0
Brunei;2020-03-07;    0
Brunei;2020-03-08;    0
Brunei;2020-03-09;    1
Brunei;2020-03-10;    1
Brunei;2020-03-11;   11
Brunei;2020-03-12;   11
Brunei;2020-03-13;   37
Brunei;2020-03-14;   40
Brunei;2020-03-15;   50
Brunei;2020-03-16;   54
Brunei;2020-03-17;   56
US;2020-01-22;    0
US;2020-01-23;    0
US;2020-01-24;    0
US;2020-01-25;    0
US;2020-01-26;    0
US;2020-01-27;    0
US;2020-01-28;    0
US;2020-01-29;    0
US;2020-01-30;    0
US;2020-01-31;    0
US;2020-02-01;    0
US;2020-02-02;    0
US;2020-02-03;    0
US;2020-02-04;    0
US;2020-02-05;    0
US;2020-02-06;    0
US;2020-02-07;    0
US;2020-02-08;    0
US;2020-02-09;    0
US;2020-02-10;    0
US;2020-02-11;    0
US;2020-02-12;    0
US;2020-02-13;    0
US;2020-02-14;    0
US;2020-02-15;    0
US;2020-02-16;    0
US;2020-02-17;    0
US;2020-02-18;    0
US;2020-02-19;    0
US;2020-02-20;    0
US;2020-02-21;    0
US;2020-02-22;    0
US;2020-02-23;    0
US;2020-02-24;    0
US;2020-02-25;    0
US;2020-02-26;    0
US;2020-02-27;    0
US;2020-02-28;    0
US;2020-02-29;    0
US;2020-03-01;    0
US;2020-03-02;    0
US;2020-03-03;    0
US;2020-03-04;    0
US;2020-03-05;    0
US;2020-03-06;    0
US;2020-03-07;    0
US;2020-03-08;    0
US;2020-03-09;    0
US;2020-03-10;  267
US;2020-03-11;  366
US;2020-03-12;  442
US;2020-03-13;  568
US;2020-03-14;  572
US;2020-03-15;  643
US;2020-03-16;  904
US;2020-03-17; 1076
US;2020-01-22;    0
US;2020-01-23;    0
US;2020-01-24;    0
US;2020-01-25;    0
US;2020-01-26;    0
US;2020-01-27;    0
US;2020-01-28;    0
US;2020-01-29;    0
US;2020-01-30;    0
US;2020-01-31;    0
US;2020-02-01;    0
US;2020-02-02;    0
US;2020-02-03;    0
US;2020-02-04;    0
US;2020-02-05;    0
US;2020-02-06;    0
US;2020-02-07;    0
US;2020-02-08;    0
US;2020-02-09;    0
US;2020-02-10;    0
US;2020-02-11;    0
US;2020-02-12;    0
US;2020-02-13;    0
US;2020-02-14;    0
US;2020-02-15;    0
US;2020-02-16;    0
US;2020-02-17;    0
US;2020-02-18;    0
US;2020-02-19;    0
US;2020-02-20;    0
US;2020-02-21;    0
US;2020-02-22;    0
US;2020-02-23;    0
US;2020-02-24;    0
US;2020-02-25;    0
US;2020-02-26;    0
US;2020-02-27;    0
US;2020-02-28;    0
US;2020-02-29;    0
US;2020-03-01;    0
US;2020-03-02;    0
US;2020-03-03;    0
US;2020-03-04;    0
US;2020-03-05;    0
US;2020-03-06;    0
US;2020-03-07;    0
US;2020-03-08;    0
US;2020-03-09;    0
US;2020-03-10;  173
US;2020-03-11;  220
US;2020-03-12;  328
US;2020-03-13;  421
US;2020-03-14;  525
US;2020-03-15;  732
US;2020-03-16;  967
US;2020-03-17; 1706
US;2020-01-22;    0
US;2020-01-23;    0
US;2020-01-24;    0
US;2020-01-25;    0
US;2020-01-26;    0
US;2020-01-27;    0
US;2020-01-28;    0
US;2020-01-29;    0
US;2020-01-30;    0
US;2020-01-31;    0
US;2020-02-01;    0
US;2020-02-02;    0
US;2020-02-03;    0
US;2020-02-04;    0
US;2020-02-05;    0
US;2020-02-06;    0
US;2020-02-07;    0
US;2020-02-08;    0
US;2020-02-09;    0
US;2020-02-10;    0
US;2020-02-11;    0
US;2020-02-12;    0
US;2020-02-13;    0
US;2020-02-14;    0
US;2020-02-15;    0
US;2020-02-16;    0
US;2020-02-17;    0
US;2020-02-18;    0
US;2020-02-19;    0
US;2020-02-20;    0
US;2020-02-21;    0
US;2020-02-22;    0
US;2020-02-23;    0
US;2020-02-24;    0
US;2020-02-25;    0
US;2020-02-26;    0
US;2020-02-27;    0
US;2020-02-28;    0
US;2020-02-29;    0
US;2020-03-01;    0
US;2020-03-02;    0
US;2020-03-03;    0
US;2020-03-04;    0
US;2020-03-05;    0
US;2020-03-06;    0
US;2020-03-07;    0
US;2020-03-08;    0
US;2020-03-09;    0
US;2020-03-10;  144
US;2020-03-11;  177
US;2020-03-12;  221
US;2020-03-13;  282
US;2020-03-14;  340
US;2020-03-15;  426
US;2020-03-16;  557
US;2020-03-17;  698
US;2020-01-22;    0
US;2020-01-23;    0
US;2020-01-24;    0
US;2020-01-25;    0
US;2020-01-26;    0
US;2020-01-27;    0
US;2020-01-28;    0
US;2020-01-29;    0
US;2020-01-30;    0
US;2020-01-31;    0
US;2020-02-01;    0
US;2020-02-02;    0
US;2020-02-03;    0
US;2020-02-04;    0
US;2020-02-05;    0
US;2020-02-06;    0
US;2020-02-07;    0
US;2020-02-08;    0
US;2020-02-09;    0
US;2020-02-10;    0
US;2020-02-11;    0
US;2020-02-12;    0
US;2020-02-13;    0
US;2020-02-14;    0
US;2020-02-15;    0
US;2020-02-16;    0
US;2020-02-17;    0
US;2020-02-18;    0
US;2020-02-19;    0
US;2020-02-20;    0
US;2020-02-21;    0
US;2020-02-22;    0
US;2020-02-23;    0
US;2020-02-24;    0
US;2020-02-25;    0
US;2020-02-26;    0
US;2020-02-27;    0
US;2020-02-28;    0
US;2020-02-29;    0
US;2020-03-01;    0
US;2020-03-02;    0
US;2020-03-03;    0
US;2020-03-04;    0
US;2020-03-05;    0
US;2020-03-06;    0
US;2020-03-07;    0
US;2020-03-08;    0
US;2020-03-09;    0
US;2020-03-10;   92
US;2020-03-11;   95
US;2020-03-12;  108
US;2020-03-13;  123
US;2020-03-14;  138
US;2020-03-15;  164
US;2020-03-16;  197
US;2020-03-17;  218
US;2020-01-22;    0
US;2020-01-23;    0
US;2020-01-24;    0
US;2020-01-25;    0
US;2020-01-26;    0
US;2020-01-27;    0
US;2020-01-28;    0
US;2020-01-29;    0
US;2020-01-30;    0
US;2020-01-31;    0
US;2020-02-01;    0
US;2020-02-02;    0
US;2020-02-03;    0
US;2020-02-04;    0
US;2020-02-05;    0
US;2020-02-06;    0
US;2020-02-07;    0
US;2020-02-08;    0
US;2020-02-09;    0
US;2020-02-10;    0
US;2020-02-11;    0
US;2020-02-12;    0
US;2020-02-13;    0
US;2020-02-14;    0
US;2020-02-15;    0
US;2020-02-16;    0
US;2020-02-17;    0
US;2020-02-18;    0
US;2020-02-19;    0
US;2020-02-20;    0
US;2020-02-21;    0
US;2020-02-22;    0
US;2020-02-23;    0
US;2020-02-24;   36
US;2020-02-25;   36
US;2020-02-26;   42
US;2020-02-27;   42
US;2020-02-28;   44
US;2020-02-29;   44
US;2020-03-01;   44
US;2020-03-02;   45
US;2020-03-03;   45
US;2020-03-04;   45
US;2020-03-05;   45
US;2020-03-06;   45
US;2020-03-07;   45
US;2020-03-08;   45
US;2020-03-09;   45
US;2020-03-10;   46
US;2020-03-11;   46
US;2020-03-12;   46
US;2020-03-13;   46
US;2020-03-14;   46
US;2020-03-15;   46
US;2020-03-16;   47
US;2020-03-17;   47
US;2020-01-22;    0
US;2020-01-23;    0
US;2020-01-24;    0
US;2020-01-25;    0
US;2020-01-26;    0
US;2020-01-27;    0
US;2020-01-28;    0
US;2020-01-29;    0
US;2020-01-30;    0
US;2020-01-31;    0
US;2020-02-01;    0
US;2020-02-02;    0
US;2020-02-03;    0
US;2020-02-04;    0
US;2020-02-05;    0
US;2020-02-06;    0
US;2020-02-07;    0
US;2020-02-08;    0
US;2020-02-09;    0
US;2020-02-10;    0
US;2020-02-11;    0
US;2020-02-12;    0
US;2020-02-13;    0
US;2020-02-14;    0
US;2020-02-15;    0
US;2020-02-16;    0
US;2020-02-17;    0
US;2020-02-18;    0
US;2020-02-19;    0
US;2020-02-20;    0
US;2020-02-21;    0
US;2020-02-22;    0
US;2020-02-23;    0
US;2020-02-24;    0
US;2020-02-25;    0
US;2020-02-26;    0
US;2020-02-27;    0
US;2020-02-28;    0
US;2020-02-29;    0
US;2020-03-01;    0
US;2020-03-02;    0
US;2020-03-03;    0
US;2020-03-04;    0
US;2020-03-05;    0
US;2020-03-06;    0
US;2020-03-07;   21
US;2020-03-08;   21
US;2020-03-09;   21
US;2020-03-10;   21
US;2020-03-11;   21
US;2020-03-12;   21
US;2020-03-13;   21
US;2020-03-14;   21
US;2020-03-15;   21
US;2020-03-16;   20
US;2020-03-17;   21
US;2020-01-22;    0
US;2020-01-23;    0
US;2020-01-24;    0
US;2020-01-25;    0
US;2020-01-26;    0
US;2020-01-27;    0
US;2020-01-28;    0
US;2020-01-29;    0
US;2020-01-30;    0
US;2020-01-31;    0
US;2020-02-01;    0
US;2020-02-02;    0
US;2020-02-03;    0
US;2020-02-04;    0
US;2020-02-05;    0
US;2020-02-06;    0
US;2020-02-07;    0
US;2020-02-08;    0
US;2020-02-09;    0
US;2020-02-10;    0
US;2020-02-11;    0
US;2020-02-12;    0
US;2020-02-13;    0
US;2020-02-14;    0
US;2020-02-15;    0
US;2020-02-16;    0
US;2020-02-17;    0
US;2020-02-18;    0
US;2020-02-19;    0
US;2020-02-20;    0
US;2020-02-21;    0
US;2020-02-22;    0
US;2020-02-23;    0
US;2020-02-24;    0
US;2020-02-25;    0
US;2020-02-26;    0
US;2020-02-27;    0
US;2020-02-28;    0
US;2020-02-29;    0
US;2020-03-01;    0
US;2020-03-02;    0
US;2020-03-03;    0
US;2020-03-04;    0
US;2020-03-05;    0
US;2020-03-06;    0
US;2020-03-07;    0
US;2020-03-08;    0
US;2020-03-09;    0
US;2020-03-10;   17
US;2020-03-11;   23
US;2020-03-12;   31
US;2020-03-13;   42
US;2020-03-14;   66
US;2020-03-15;   99
US;2020-03-16;  121
US;2020-03-17;  146
US;2020-01-22;    0
US;2020-01-23;    0
US;2020-01-24;    0
US;2020-01-25;    0
US;2020-01-26;    0
US;2020-01-27;    0
US;2020-01-28;    0
US;2020-01-29;    0
US;2020-01-30;    0
US;2020-01-31;    0
US;2020-02-01;    0
US;2020-02-02;    0
US;2020-02-03;    0
US;2020-02-04;    0
US;2020-02-05;    0
US;2020-02-06;    0
US;2020-02-07;    0
US;2020-02-08;    0
US;2020-02-09;    0
US;2020-02-10;    0
US;2020-02-11;    0
US;2020-02-12;    0
US;2020-02-13;    0
US;2020-02-14;    0
US;2020-02-15;    0
US;2020-02-16;    0
US;2020-02-17;    0
US;2020-02-18;    0
US;2020-02-19;    0
US;2020-02-20;    0
US;2020-02-21;    0
US;2020-02-22;    0
US;2020-02-23;    0
US;2020-02-24;    0
US;2020-02-25;    0
US;2020-02-26;    0
US;2020-02-27;    0
US;2020-02-28;    0
US;2020-02-29;    0
US;2020-03-01;    0
US;2020-03-02;    0
US;2020-03-03;    0
US;2020-03-04;    0
US;2020-03-05;    0
US;2020-03-06;    0
US;2020-03-07;    0
US;2020-03-08;    0
US;2020-03-09;    0
US;2020-03-10;   15
US;2020-03-11;   34
US;2020-03-12;   45
US;2020-03-13;   49
US;2020-03-14;  101
US;2020-03-15;  131
US;2020-03-16;  160
US;2020-03-17;  160
US;2020-01-22;    0
US;2020-01-23;    0
US;2020-01-24;    0
US;2020-01-25;    0
US;2020-01-26;    0
US;2020-01-27;    0
US;2020-01-28;    0
US;2020-01-29;    0
US;2020-01-30;    0
US;2020-01-31;    0
US;2020-02-01;    0
US;2020-02-02;    0
US;2020-02-03;    0
US;2020-02-04;    0
US;2020-02-05;    0
US;2020-02-06;    0
US;2020-02-07;    0
US;2020-02-08;    0
US;2020-02-09;    0
US;2020-02-10;    0
US;2020-02-11;    0
US;2020-02-12;    0
US;2020-02-13;    0
US;2020-02-14;    0
US;2020-02-15;    0
US;2020-02-16;    0
US;2020-02-17;    0
US;2020-02-18;    0
US;2020-02-19;    0
US;2020-02-20;    0
US;2020-02-21;    0
US;2020-02-22;    0
US;2020-02-23;    0
US;2020-02-24;    0
US;2020-02-25;    0
US;2020-02-26;    0
US;2020-02-27;    0
US;2020-02-28;    0
US;2020-02-29;    0
US;2020-03-01;    0
US;2020-03-02;    0
US;2020-03-03;    0
US;2020-03-04;    0
US;2020-03-05;    0
US;2020-03-06;    0
US;2020-03-07;    0
US;2020-03-08;    0
US;2020-03-09;    0
US;2020-03-10;   15
US;2020-03-11;   28
US;2020-03-12;   35
US;2020-03-13;   50
US;2020-03-14;   76
US;2020-03-15;  115
US;2020-03-16;  155
US;2020-03-17;  216
US;2020-01-22;    0
US;2020-01-23;    0
US;2020-01-24;    0
US;2020-01-25;    0
US;2020-01-26;    0
US;2020-01-27;    0
US;2020-01-28;    0
US;2020-01-29;    0
US;2020-01-30;    0
US;2020-01-31;    0
US;2020-02-01;    0
US;2020-02-02;    0
US;2020-02-03;    0
US;2020-02-04;    0
US;2020-02-05;    0
US;2020-02-06;    0
US;2020-02-07;    0
US;2020-02-08;    0
US;2020-02-09;    0
US;2020-02-10;    0
US;2020-02-11;    0
US;2020-02-12;    0
US;2020-02-13;    0
US;2020-02-14;    0
US;2020-02-15;    0
US;2020-02-16;    0
US;2020-02-17;    0
US;2020-02-18;    0
US;2020-02-19;    0
US;2020-02-20;    0
US;2020-02-21;    0
US;2020-02-22;    0
US;2020-02-23;    0
US;2020-02-24;    0
US;2020-02-25;    0
US;2020-02-26;    0
US;2020-02-27;    0
US;2020-02-28;    0
US;2020-02-29;    0
US;2020-03-01;    0
US;2020-03-02;    0
US;2020-03-03;    0
US;2020-03-04;    0
US;2020-03-05;    0
US;2020-03-06;    0
US;2020-03-07;    0
US;2020-03-08;    0
US;2020-03-09;    0
US;2020-03-10;   15
US;2020-03-11;   23
US;2020-03-12;   29
US;2020-03-13;   29
US;2020-03-14;   69
US;2020-03-15;   98
US;2020-03-16;  178
US;2020-03-17;  267
US;2020-01-22;    0
US;2020-01-23;    0
US;2020-01-24;    0
US;2020-01-25;    0
US;2020-01-26;    0
US;2020-01-27;    0
US;2020-01-28;    0
US;2020-01-29;    0
US;2020-01-30;    0
US;2020-01-31;    0
US;2020-02-01;    0
US;2020-02-02;    0
US;2020-02-03;    0
US;2020-02-04;    0
US;2020-02-05;    0
US;2020-02-06;    0
US;2020-02-07;    0
US;2020-02-08;    0
US;2020-02-09;    0
US;2020-02-10;    0
US;2020-02-11;    0
US;2020-02-12;    0
US;2020-02-13;    0
US;2020-02-14;    0
US;2020-02-15;    0
US;2020-02-16;    0
US;2020-02-17;    0
US;2020-02-18;    0
US;2020-02-19;    0
US;2020-02-20;    0
US;2020-02-21;    0
US;2020-02-22;    0
US;2020-02-23;    0
US;2020-02-24;    0
US;2020-02-25;    0
US;2020-02-26;    0
US;2020-02-27;    0
US;2020-02-28;    0
US;2020-02-29;    0
US;2020-03-01;    0
US;2020-03-02;    0
US;2020-03-03;    0
US;2020-03-04;    0
US;2020-03-05;    0
US;2020-03-06;    0
US;2020-03-07;    0
US;2020-03-08;    0
US;2020-03-09;    0
US;2020-03-10;   15
US;2020-03-11;   19
US;2020-03-12;   24
US;2020-03-13;   30
US;2020-03-14;   32
US;2020-03-15;   36
US;2020-03-16;   39
US;2020-03-17;   66
US;2020-01-22;    0
US;2020-01-23;    0
US;2020-01-24;    0
US;2020-01-25;    0
US;2020-01-26;    0
US;2020-01-27;    0
US;2020-01-28;    0
US;2020-01-29;    0
US;2020-01-30;    0
US;2020-01-31;    0
US;2020-02-01;    0
US;2020-02-02;    0
US;2020-02-03;    0
US;2020-02-04;    0
US;2020-02-05;    0
US;2020-02-06;    0
US;2020-02-07;    0
US;2020-02-08;    0
US;2020-02-09;    0
US;2020-02-10;    0
US;2020-02-11;    0
US;2020-02-12;    0
US;2020-02-13;    0
US;2020-02-14;    0
US;2020-02-15;    0
US;2020-02-16;    0
US;2020-02-17;    0
US;2020-02-18;    0
US;2020-02-19;    0
US;2020-02-20;    0
US;2020-02-21;    0
US;2020-02-22;    0
US;2020-02-23;    0
US;2020-02-24;    0
US;2020-02-25;    0
US;2020-02-26;    0
US;2020-02-27;    0
US;2020-02-28;    0
US;2020-02-29;    0
US;2020-03-01;    0
US;2020-03-02;    0
US;2020-03-03;    0
US;2020-03-04;    0
US;2020-03-05;    0
US;2020-03-06;    0
US;2020-03-07;    0
US;2020-03-08;    0
US;2020-03-09;    0
US;2020-03-10;   13
US;2020-03-11;   21
US;2020-03-12;   27
US;2020-03-13;   43
US;2020-03-14;   57
US;2020-03-15;   72
US;2020-03-16;   85
US;2020-03-17;  110
US;2020-01-22;    0
US;2020-01-23;    0
US;2020-01-24;    0
US;2020-01-25;    0
US;2020-01-26;    0
US;2020-01-27;    0
US;2020-01-28;    0
US;2020-01-29;    0
US;2020-01-30;    0
US;2020-01-31;    0
US;2020-02-01;    0
US;2020-02-02;    0
US;2020-02-03;    0
US;2020-02-04;    0
US;2020-02-05;    0
US;2020-02-06;    0
US;2020-02-07;    0
US;2020-02-08;    0
US;2020-02-09;    0
US;2020-02-10;    0
US;2020-02-11;    0
US;2020-02-12;    0
US;2020-02-13;    0
US;2020-02-14;    0
US;2020-02-15;    0
US;2020-02-16;    0
US;2020-02-17;    0
US;2020-02-18;    0
US;2020-02-19;    0
US;2020-02-20;    0
US;2020-02-21;    0
US;2020-02-22;    0
US;2020-02-23;    0
US;2020-02-24;    0
US;2020-02-25;    0
US;2020-02-26;    0
US;2020-02-27;    0
US;2020-02-28;    0
US;2020-02-29;    0
US;2020-03-01;    0
US;2020-03-02;    0
US;2020-03-03;    0
US;2020-03-04;    0
US;2020-03-05;    0
US;2020-03-06;    0
US;2020-03-07;    0
US;2020-03-08;    0
US;2020-03-09;    0
US;2020-03-10;   12
US;2020-03-11;   25
US;2020-03-12;   32
US;2020-03-13;   46
US;2020-03-14;   64
US;2020-03-15;   93
US;2020-03-16;  105
US;2020-03-17;  161
US;2020-01-22;    0
US;2020-01-23;    0
US;2020-01-24;    0
US;2020-01-25;    0
US;2020-01-26;    0
US;2020-01-27;    0
US;2020-01-28;    0
US;2020-01-29;    0
US;2020-01-30;    0
US;2020-01-31;    0
US;2020-02-01;    0
US;2020-02-02;    0
US;2020-02-03;    0
US;2020-02-04;    0
US;2020-02-05;    0
US;2020-02-06;    0
US;2020-02-07;    0
US;2020-02-08;    0
US;2020-02-09;    0
US;2020-02-10;    0
US;2020-02-11;    0
US;2020-02-12;    0
US;2020-02-13;    0
US;2020-02-14;    0
US;2020-02-15;    0
US;2020-02-16;    0
US;2020-02-17;    0
US;2020-02-18;    0
US;2020-02-19;    0
US;2020-02-20;    0
US;2020-02-21;    0
US;2020-02-22;    0
US;2020-02-23;    0
US;2020-02-24;    0
US;2020-02-25;    0
US;2020-02-26;    0
US;2020-02-27;    0
US;2020-02-28;    0
US;2020-02-29;    0
US;2020-03-01;    0
US;2020-03-02;    0
US;2020-03-03;    0
US;2020-03-04;    0
US;2020-03-05;    0
US;2020-03-06;    0
US;2020-03-07;    0
US;2020-03-08;    0
US;2020-03-09;    0
US;2020-03-10;   12
US;2020-03-11;   16
US;2020-03-12;   22
US;2020-03-13;   41
US;2020-03-14;   47
US;2020-03-15;   66
US;2020-03-16;   77
US;2020-03-17;  112
US;2020-01-22;    0
US;2020-01-23;    0
US;2020-01-24;    0
US;2020-01-25;    0
US;2020-01-26;    0
US;2020-01-27;    0
US;2020-01-28;    0
US;2020-01-29;    0
US;2020-01-30;    0
US;2020-01-31;    0
US;2020-02-01;    0
US;2020-02-02;    0
US;2020-02-03;    0
US;2020-02-04;    0
US;2020-02-05;    0
US;2020-02-06;    0
US;2020-02-07;    0
US;2020-02-08;    0
US;2020-02-09;    0
US;2020-02-10;    0
US;2020-02-11;    0
US;2020-02-12;    0
US;2020-02-13;    0
US;2020-02-14;    0
US;2020-02-15;    0
US;2020-02-16;    0
US;2020-02-17;    0
US;2020-02-18;    0
US;2020-02-19;    0
US;2020-02-20;    0
US;2020-02-21;    0
US;2020-02-22;    0
US;2020-02-23;    0
US;2020-02-24;    0
US;2020-02-25;    0
US;2020-02-26;    0
US;2020-02-27;    0
US;2020-02-28;    0
US;2020-02-29;    0
US;2020-03-01;    0
US;2020-03-02;    0
US;2020-03-03;    0
US;2020-03-04;    0
US;2020-03-05;    0
US;2020-03-06;    0
US;2020-03-07;    0
US;2020-03-08;    0
US;2020-03-09;    0
US;2020-03-10;    8
US;2020-03-11;   13
US;2020-03-12;   16
US;2020-03-13;   17
US;2020-03-14;   17
US;2020-03-15;   18
US;2020-03-16;   23
US;2020-03-17;   23
US;2020-01-22;    0
US;2020-01-23;    0
US;2020-01-24;    0
US;2020-01-25;    0
US;2020-01-26;    0
US;2020-01-27;    0
US;2020-01-28;    0
US;2020-01-29;    0
US;2020-01-30;    0
US;2020-01-31;    0
US;2020-02-01;    0
US;2020-02-02;    0
US;2020-02-03;    0
US;2020-02-04;    0
US;2020-02-05;    0
US;2020-02-06;    0
US;2020-02-07;    0
US;2020-02-08;    0
